AuRED_019	Q0	1236225321873141760	1	0.1354	MLA
AuRED_019	Q0	1238067965440020482	2	0.04092	MLA
AuRED_019	Q0	1237813394843058177	3	0.01327	MLA
AuRED_019	Q0	1237789148154601473	4	0.01322	MLA
AuRED_019	Q0	1238453759057035264	5	0.01255	MLA
AuRED_041	Q0	1377717936199249927	1	0.04024	MLA
AuRED_041	Q0	1376975348114526215	2	0.02376	MLA
AuRED_041	Q0	1376568425452072961	3	0.02049	MLA
AuRED_041	Q0	1376474966468665346	4	0.01983	MLA
AuRED_041	Q0	1376665250448150529	5	0.01452	MLA
AuRED_079	Q0	1312135822221565952	1	0.07205	MLA
AuRED_079	Q0	1313417475581767680	2	0.04181	MLA
AuRED_079	Q0	1311767445116530689	3	0.01325	MLA
AuRED_079	Q0	1312804450155798536	4	0.01015	MLA
AuRED_079	Q0	1312005998987685892	5	0.00655	MLA
AuRED_087	Q0	1222303997966589952	1	0.00835	MLA
AuRED_087	Q0	1221891400637341697	2	0.00774	MLA
AuRED_087	Q0	1221891448209125376	3	0.00604	MLA
AuRED_087	Q0	1221425174609899521	4	0.00141	MLA
AuRED_087	Q0	1221505021021511680	5	0.00102	MLA
AuRED_095	Q0	1552312954267238402	1	0.61022	MLA
AuRED_095	Q0	1553030752706625536	2	0.17824	MLA
AuRED_095	Q0	1553096344553889792	3	0.04721	MLA
AuRED_095	Q0	1553087741570818049	4	0.03894	MLA
AuRED_095	Q0	1551972708291944449	5	0.01178	MLA
AuRED_131	Q0	1593353447084281856	1	0.14805	MLA
AuRED_131	Q0	1594053006265229312	2	0.11556	MLA
AuRED_131	Q0	1593611143163133952	3	0.07689	MLA
AuRED_131	Q0	1595338503436570627	4	0.05	MLA
AuRED_131	Q0	1594087301897809920	5	0.04721	MLA
AuRED_137	Q0	1560903063833026560	1	0.08858	MLA
AuRED_137	Q0	1560522441507700742	2	0.0241	MLA
AuRED_137	Q0	1560554933258158083	3	0.00324	MLA
AuRED_137	Q0	1559923377938350081	4	0.00267	MLA
AuRED_137	Q0	1560926767182921730	5	0.00247	MLA
AuRED_145	Q0	1575173614835728384	1	0.07552	MLA
AuRED_145	Q0	1575756628032643075	2	0.00344	MLA
AuRED_145	Q0	1574853712778039302	3	0.00328	MLA
AuRED_145	Q0	1574075214845059072	4	0.00312	MLA
AuRED_145	Q0	1574433650850111490	5	0.00208	MLA
AuRED_159	Q0	1308443565396316161	1	0.0065	MLA
AuRED_159	Q0	1308500520986963979	2	0.00307	MLA
AuRED_159	Q0	1308489528081084421	3	0.00166	MLA
AuRED_159	Q0	1308786088857788419	4	0.00158	MLA
AuRED_159	Q0	1308743441489297409	5	0.00156	MLA
AuRED_112	Q0	1608149988013400067	1	0.0534	MLA
AuRED_112	Q0	1608514288716587009	2	0.00583	MLA
AuRED_112	Q0	1607440234811211784	3	0.00339	MLA
AuRED_112	Q0	1608153069275021313	4	0.00178	MLA
AuRED_112	Q0	1608154196850757633	5	0.00162	MLA
AuRED_116	Q0	1602287643601108992	1	0.13268	MLA
AuRED_116	Q0	1600034565543837697	2	0.05516	MLA
AuRED_116	Q0	1600641307302584321	3	0.05326	MLA
AuRED_116	Q0	1600901714328326144	4	0.04734	MLA
AuRED_116	Q0	1601200042404360192	5	0.03646	MLA
AuRED_119	Q0	1572285784241352710	1	0.58709	MLA
AuRED_119	Q0	1573371641710710787	2	0.00051	MLA
AuRED_123	Q0	1579526681945337857	1	0.95349	MLA
AuRED_123	Q0	1579200870100905984	2	0.03923	MLA
AuRED_123	Q0	1579200854053507072	3	0.03186	MLA
AuRED_123	Q0	1579598026942795776	4	0.02638	MLA
AuRED_123	Q0	1579600288096587777	5	0.01957	MLA
AuRED_125	Q0	1583897396194353152	1	0.94117	MLA
AuRED_125	Q0	1583897376804114433	2	0.37533	MLA
AuRED_125	Q0	1583897357829435393	3	0.19042	MLA
AuRED_125	Q0	1583897343388450816	4	0.15191	MLA
AuRED_125	Q0	1583897361717207040	5	0.12507	MLA
AuRED_016	Q0	1390307197633011720	1	0.15072	MLA
AuRED_016	Q0	1390592249738665990	2	0.07082	MLA
AuRED_016	Q0	1389628573812723713	3	0.05932	MLA
AuRED_016	Q0	1389610775002566657	4	0.05598	MLA
AuRED_016	Q0	1391754906428612612	5	0.03983	MLA
AuRED_021	Q0	1424830491606360069	1	0.00247	MLA
AuRED_021	Q0	1422930470258499587	2	0.00056	MLA
AuRED_023	Q0	1355637998206021633	1	0.10159	MLA
AuRED_023	Q0	1356340146153656322	2	0.05976	MLA
AuRED_023	Q0	1354470472885395457	3	0.04565	MLA
AuRED_023	Q0	1356255989872390144	4	0.04422	MLA
AuRED_023	Q0	1355498538189410309	5	0.03147	MLA
AuRED_028	Q0	1351890894996320267	1	0.0913	MLA
AuRED_028	Q0	1353049844802334720	2	0.02012	MLA
AuRED_028	Q0	1353013176166731777	3	0.01693	MLA
AuRED_028	Q0	1352739946533154817	4	0.01448	MLA
AuRED_028	Q0	1351597362477674502	5	0.00321	MLA
AuRED_047	Q0	1303654621253111808	1	0.61176	MLA
AuRED_047	Q0	1303656574666379264	2	0.312	MLA
AuRED_047	Q0	1304766174857768960	3	0.12809	MLA
AuRED_047	Q0	1302942522596110337	4	0.0385	MLA
AuRED_047	Q0	1303024373184552961	5	0.02331	MLA
AuRED_049	Q0	1274374179295563778	1	0.02016	MLA
AuRED_049	Q0	1274270980307853314	2	0.01554	MLA
AuRED_049	Q0	1273586037407780866	3	0.01427	MLA
AuRED_049	Q0	1273197127494221825	4	0.0112	MLA
AuRED_049	Q0	1273999635690991618	5	0.00943	MLA
AuRED_050	Q0	1432386528219648003	1	0.08953	MLA
AuRED_050	Q0	1432043998580027392	2	0.03253	MLA
AuRED_050	Q0	1431978773835128839	3	0.01687	MLA
AuRED_050	Q0	1431368113988251654	4	0.01618	MLA
AuRED_050	Q0	1431995153007398914	5	0.01203	MLA
AuRED_055	Q0	1369649397211033600	1	0.01205	MLA
AuRED_055	Q0	1369743990996762637	2	0.00909	MLA
AuRED_055	Q0	1368234612758093828	3	0.00648	MLA
AuRED_055	Q0	1369702959727210501	4	0.00287	MLA
AuRED_055	Q0	1367541410329743364	5	0.00236	MLA
AuRED_061	Q0	1321182765908480001	1	0.00103	MLA
AuRED_061	Q0	1322133169517285376	2	0.00048	MLA
AuRED_061	Q0	1320101685952466949	3	0.00042	MLA
AuRED_061	Q0	1321182883193782277	4	0.0004	MLA
AuRED_061	Q0	1320101559255076869	5	0.00034	MLA
AuRED_071	Q0	1230882222170923013	1	0.19201	MLA
AuRED_071	Q0	1230088384435105793	2	0.00354	MLA
AuRED_071	Q0	1230161663904620544	3	0.0015	MLA
AuRED_071	Q0	1230088378416291840	4	0.00137	MLA
AuRED_071	Q0	1229426302706442245	5	0.00053	MLA
AuRED_044	Q0	1253804397227913218	1	0.2965	MLA
AuRED_044	Q0	1253754483269668864	2	0.03832	MLA
AuRED_044	Q0	1253389666864242689	3	0.00548	MLA
AuRED_044	Q0	1254765841842761728	4	0.00537	MLA
AuRED_044	Q0	1255113352063434752	5	0.00362	MLA
AuRED_102	Q0	1553978775129440257	1	0.45903	MLA
AuRED_102	Q0	1554905046260895746	2	0.00329	MLA
AuRED_102	Q0	1553031799412072452	3	0.0026	MLA
AuRED_102	Q0	1553025682434842625	4	0.00233	MLA
AuRED_102	Q0	1554938258752262146	5	0.00189	MLA
AuRED_011	Q0	1280238191082078208	1	0.10222	MLA
AuRED_011	Q0	1281990190647607301	2	0.09611	MLA
AuRED_011	Q0	1280138401090502662	3	0.09569	MLA
AuRED_011	Q0	1281163706055999495	4	0.06609	MLA
AuRED_011	Q0	1280804008039460864	5	0.0629	MLA
AuRED_090	Q0	1239903792918867971	1	0.01118	MLA
AuRED_090	Q0	1238815266064252928	2	0.00897	MLA
AuRED_090	Q0	1239091575851974656	3	0.00156	MLA
AuRED_090	Q0	1240731939113439232	4	0.00144	MLA
AuRED_090	Q0	1238776374669819904	5	0.0008	MLA
AuRED_140	Q0	1609250488033189891	1	0.30928	MLA
AuRED_140	Q0	1608390435826810880	2	0.07224	MLA
AuRED_140	Q0	1608219198479601669	3	0.04973	MLA
AuRED_140	Q0	1608219222739402752	4	0.04009	MLA
AuRED_140	Q0	1608219229471506432	5	0.0063	MLA
AuRED_031	Q0	1344262092417716224	1	0.01853	MLA
AuRED_031	Q0	1344640003708739591	2	0.01744	MLA
AuRED_031	Q0	1343494469455392769	3	0.01516	MLA
AuRED_031	Q0	1345113661631815685	4	0.01185	MLA
AuRED_031	Q0	1345273297055997953	5	0.00938	MLA
AuRED_048	Q0	1349255950037876736	1	0.00104	MLA
AuRED_048	Q0	1349255561162977282	2	0.00033	MLA
AuRED_048	Q0	1349781816497102853	3	0.0003	MLA
AuRED_077	Q0	1343593894601236484	1	0.00407	MLA
AuRED_077	Q0	1344330921634394115	2	0.00322	MLA
AuRED_077	Q0	1345061813210259457	3	0.00268	MLA
AuRED_077	Q0	1343514388628692993	4	0.00228	MLA
AuRED_077	Q0	1344245799287402496	5	0.00219	MLA
