AuRED_019	Q0	1237086391982592000	1	0.08961	MLA
AuRED_019	Q0	1237044906646003713	2	0.03228	MLA
AuRED_019	Q0	1237055458717962240	3	0.03228	MLA
AuRED_019	Q0	1236998924663128065	4	0.0303	MLA
AuRED_019	Q0	1238072140726968320	5	0.02338	MLA
AuRED_041	Q0	1376640164701872134	1	0.03321	MLA
AuRED_041	Q0	1377045812065271810	2	0.03321	MLA
AuRED_041	Q0	1376977321450741764	3	0.02709	MLA
AuRED_041	Q0	1377301209292410884	4	0.02709	MLA
AuRED_041	Q0	1377351644581535744	5	0.02709	MLA
AuRED_079	Q0	1312135822221565952	1	0.09645	MLA
AuRED_079	Q0	1313417475581767680	2	0.04213	MLA
AuRED_079	Q0	1312804450155798536	3	0.00716	MLA
AuRED_079	Q0	1313908117529296896	4	0.00465	MLA
AuRED_079	Q0	1312835385412800514	5	0.00341	MLA
AuRED_087	Q0	1222945693968535552	1	0.01078	MLA
AuRED_087	Q0	1222527728961847302	2	0.01027	MLA
AuRED_087	Q0	1222303997966589952	3	0.00432	MLA
AuRED_087	Q0	1221141617152864256	4	0.00403	MLA
AuRED_087	Q0	1221891400637341697	5	0.00302	MLA
AuRED_095	Q0	1552312954267238402	1	0.43668	MLA
AuRED_095	Q0	1553030752706625536	2	0.2786	MLA
AuRED_095	Q0	1553032157144268800	3	0.06354	MLA
AuRED_095	Q0	1551143179885416449	4	0.04769	MLA
AuRED_095	Q0	1552786755002277888	5	0.04173	MLA
AuRED_131	Q0	1593353447084281856	1	0.14584	MLA
AuRED_131	Q0	1594087301897809920	2	0.05405	MLA
AuRED_131	Q0	1593611143163133952	3	0.04177	MLA
AuRED_131	Q0	1594668124539863040	4	0.03591	MLA
AuRED_131	Q0	1594878516905975808	5	0.03568	MLA
AuRED_137	Q0	1560903063833026560	1	0.04193	MLA
AuRED_137	Q0	1560522441507700742	2	0.02246	MLA
AuRED_137	Q0	1560926767182921730	3	0.00645	MLA
AuRED_137	Q0	1560554933258158083	4	0.00262	MLA
AuRED_137	Q0	1560944026081267718	5	0.00174	MLA
AuRED_145	Q0	1575173614835728384	1	0.15279	MLA
AuRED_145	Q0	1574075214845059072	2	0.0031	MLA
AuRED_145	Q0	1575756628032643075	3	0.00269	MLA
AuRED_145	Q0	1574853712778039302	4	0.00243	MLA
AuRED_145	Q0	1574433650850111490	5	0.00203	MLA
AuRED_159	Q0	1308786088857788419	1	0.00551	MLA
AuRED_159	Q0	1308443565396316161	2	0.00491	MLA
AuRED_159	Q0	1308500520986963979	3	0.0049	MLA
AuRED_159	Q0	1308439198945472517	4	0.00268	MLA
AuRED_159	Q0	1308743441489297409	5	0.00214	MLA
AuRED_112	Q0	1608191624261009408	1	0.00662	MLA
AuRED_112	Q0	1608149988013400067	2	0.00567	MLA
AuRED_112	Q0	1608183257799036929	3	0.00258	MLA
AuRED_112	Q0	1608178010179473408	4	0.00244	MLA
AuRED_112	Q0	1608153069275021313	5	0.00203	MLA
AuRED_116	Q0	1600641307302584321	1	0.03979	MLA
AuRED_116	Q0	1602297614472454150	2	0.02656	MLA
AuRED_116	Q0	1602287643601108992	3	0.0217	MLA
AuRED_116	Q0	1601989132649398272	4	0.02153	MLA
AuRED_116	Q0	1600294024367247361	5	0.02086	MLA
AuRED_119	Q0	1572285784241352710	1	0.23917	MLA
AuRED_119	Q0	1571514794943057921	2	0.00409	MLA
AuRED_119	Q0	1572589172631928832	3	0.0035	MLA
AuRED_119	Q0	1572950848061194251	4	0.00336	MLA
AuRED_119	Q0	1572950851928596485	5	0.00299	MLA
AuRED_123	Q0	1579526681945337857	1	0.86008	MLA
AuRED_123	Q0	1580577649625337856	2	0.0733	MLA
AuRED_123	Q0	1579507911403143168	3	0.05475	MLA
AuRED_123	Q0	1579079661736189953	4	0.04531	MLA
AuRED_123	Q0	1579200854053507072	5	0.04349	MLA
AuRED_125	Q0	1583897396194353152	1	0.96571	MLA
AuRED_125	Q0	1583897376804114433	2	0.15028	MLA
AuRED_125	Q0	1583897343388450816	3	0.11105	MLA
AuRED_125	Q0	1583897372785922048	4	0.08655	MLA
AuRED_125	Q0	1583897357829435393	5	0.07107	MLA
AuRED_016	Q0	1390307197633011720	1	0.07244	MLA
AuRED_016	Q0	1391498211471372296	2	0.03872	MLA
AuRED_016	Q0	1389481409308467206	3	0.03213	MLA
AuRED_016	Q0	1389481494339522563	4	0.03213	MLA
AuRED_016	Q0	1389481580477956099	5	0.03213	MLA
AuRED_021	Q0	1424830491606360069	1	0.001	MLA
AuRED_021	Q0	1422930470258499587	2	0.00058	MLA
AuRED_023	Q0	1355437523451977728	1	0.0737	MLA
AuRED_023	Q0	1354887468148027393	2	0.03561	MLA
AuRED_023	Q0	1355637998206021633	3	0.03356	MLA
AuRED_023	Q0	1355260423239589891	4	0.02525	MLA
AuRED_023	Q0	1355153018396815365	5	0.02326	MLA
AuRED_028	Q0	1350814116504604674	1	0.07829	MLA
AuRED_028	Q0	1351493995055165440	2	0.04945	MLA
AuRED_028	Q0	1351860414716514305	3	0.04418	MLA
AuRED_028	Q0	1351962662817705984	4	0.04221	MLA
AuRED_028	Q0	1351223997082513409	5	0.03091	MLA
AuRED_047	Q0	1303654621253111808	1	0.28348	MLA
AuRED_047	Q0	1303656574666379264	2	0.2211	MLA
AuRED_047	Q0	1304766174857768960	3	0.10311	MLA
AuRED_047	Q0	1304917729883885569	4	0.04481	MLA
AuRED_047	Q0	1302999325199433729	5	0.03076	MLA
AuRED_049	Q0	1274384500441657345	1	0.15165	MLA
AuRED_049	Q0	1275372539737489410	2	0.06273	MLA
AuRED_049	Q0	1273300533902786560	3	0.04349	MLA
AuRED_049	Q0	1274823016736870404	4	0.03942	MLA
AuRED_049	Q0	1274823014039896066	5	0.02061	MLA
AuRED_050	Q0	1432449629396811776	1	0.05665	MLA
AuRED_050	Q0	1432419429565018120	2	0.02405	MLA
AuRED_050	Q0	1431978773835128839	3	0.01503	MLA
AuRED_050	Q0	1432427617869783041	4	0.01322	MLA
AuRED_050	Q0	1433092565969084423	5	0.00843	MLA
AuRED_055	Q0	1367957996962201609	1	0.07416	MLA
AuRED_055	Q0	1367955962343153666	2	0.02825	MLA
AuRED_055	Q0	1368234612758093828	3	0.00651	MLA
AuRED_055	Q0	1369649397211033600	4	0.00609	MLA
AuRED_055	Q0	1369702959727210501	5	0.00456	MLA
AuRED_061	Q0	1321079199537328128	1	0.00595	MLA
AuRED_061	Q0	1319970239862407168	2	0.0057	MLA
AuRED_061	Q0	1322203584067473413	3	0.00464	MLA
AuRED_061	Q0	1321189929209139201	4	0.00334	MLA
AuRED_061	Q0	1321517084996751361	5	0.00258	MLA
